"Identificador URL";"Nome";"Categorias";"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";"Preço";"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"Código de barras";"Exibir na loja";"Frete gratis";"Descrição";"Tags";"Título para SEO";"Descrição para SEO";"Marca";"Produto Físico";"MPN (Cód. Exclusivo Modelo Fabricante)";"Sexo";"Faixa etária";"Custo"
"mini-orquidea-branca-luxo";"Mini Orquídea Branca Luxo";"Orquideas";"";"";"";"";"";"";"164.90";"";"";"";"";"";"";"5341";"";"SIM";"NÃO";"Encante com um presente delicado, sofisticado e cheio de significado. Com flores brancas delicadas e de excelente durabilidade, a mini orquídea simboliza pureza, elegância, paz e carinho, sendo ideal para transmitir bons sentimentos. Ela é cuidadosamente acomodada em um vaso de vidro decorativo, com acabamento em casca natural, que valoriza ainda mais a composição. Para tornar o presente ainda mais especial. Perfeita para aniversários, agradecimentos, datas comemorativas, presentes corporativos ou para surpreender alguém especial, esta mini orquídea é um presente atemporal que encanta em qualquer ocasião.";"floricultura, orquideas";"Mini Orquídea Branca Luxo";"Encante com um presente delicado, sofisticado e cheio de significado. Com flores brancas delicadas e de excelente durabilidade, a mini orquídea simboliza pureza";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-branca-no-vidro";"MIni Orquídea Branca no Vidro";"Orquideas";"";"";"";"";"";"";"169.90";"";"";"";"";"";"";"5156";"";"SIM";"NÃO";"Encante com delicadeza e sofisticação com a Mini Orquídea Phalaenopsis Branca, um presente cheio de significado que simboliza pureza, elegância e bons sentimentos. Com flores brancas delicadas e de ótima durabilidade, esta mini orquídea é apresentada em um vaso de vidro decorativo, com acabamento em casca natural, trazendo charme e leveza à composição. Acompanha plaquinha ""Feliz Aniversário"", tornando o presente ainda mais especial para a ocasião. Ideal para aniversários, agradecimentos, ambientes corporativos, decoração de apartamentos e escritórios, a mini orquídea é perfeita para quem aprecia beleza, praticidade e sofisticação em um só presente.";"floricultura, orquideas";"MIni Orquídea Branca no Vidro";"Encante com delicadeza e sofisticação com a Mini Orquídea Phalaenopsis Branca, um presente cheio de significado que simboliza pureza, elegância e bons sentiment";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-branca-voce-e-especial";"MIni Orquídea Branca Você é Especial";"Orquideas";"";"";"";"";"";"";"169.90";"";"";"";"";"";"";"5159";"";"SIM";"NÃO";"Surpreenda com delicadeza e significado com a Mini Orquídea Branca ""Você é Especial"", um presente elegante que transmite carinho, gratidão e bons sentimentos. Com flores brancas delicadas e duráveis, a mini orquídea simboliza pureza, paz, amor e admiração, sendo perfeita para demonstrar afeto de forma sutil e sofisticada. A planta é cuidadosamente acomodada em um vaso de vidro decorativo, com acabamento em casca natural, trazendo charme e modernidade à composição. Acompanha plaquinha decorativa ""Você é Especial"", que torna o presente ainda mais afetivo e personalizado. Ideal para aniversários, agradecimentos, homenagens, presentes corporativos, datas especiais ou simplesmente para lembrar alguém do quanto é importante, esta mini orquídea é um gesto de carinho que encanta e permanece.";"floricultura, orquideas";"MIni Orquídea Branca Você é Especial";"Surpreenda com delicadeza e significado com a Mini Orquídea Branca ""Você é Especial"", um presente elegante que transmite carinho, gratidão e bons sentimentos. C";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-cachepo-madeira";"Mini Orquídea Cachepô Madeira";"Orquideas";"";"";"";"";"";"";"149.90";"";"";"";"";"";"";"5024";"";"SIM";"NÃO";"A mini orquídea branca representa a eternidade, por isso, é uma ótima opção para presentear já que transmite a ideia de um amor ou amizade duradouros. Além disso, sua cor é associada à pureza e exala charme e delicadeza. Este é um presente clássico e bem diferenciado e elegante. Vaso de Mini orquidea branca plantada no cachepô de madeira. Dimensões aproximadas: Altura: 40/45cm X Largura:13/15cm Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, orquideas";"Mini Orquídea Cachepô Madeira";"A mini orquídea branca representa a eternidade, por isso, é uma ótima opção para presentear já que transmite a ideia de um amor ou amizade duradouros. Além diss";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-com-carinho";"Mini Orquídea Com Carinho";"Orquideas";"";"";"";"";"";"";"169.90";"";"";"";"";"";"";"4287";"";"SIM";"NÃO";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia e placa de Chocolate ao Leite Bombonatti - com carinho. Por sua beleza e boas vibrações, é indicado para presentear aqueles que amamos.Você sabia que presentear com uma flor desta espécie expressa o desejo de sucesso e de boa fortuna para quem recebe? Ideal para aniversários, Dia das Mães, Dia dos Pais, Dia dos Irmãos, Dia da Gratidão e muito mais. Dimensões Aproximadas: Largura:10cm x Altura: 30cm";"floricultura, orquideas";"Mini Orquídea Com Carinho";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia e placa de Chocolate ao Leite Bombonatti - com carinho. Por sua beleza e b";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-doce-elegancia";"Mini Orquídea Doce Elegância";"Orquideas";"";"";"";"";"";"";"179.90";"";"";"";"";"";"";"5158";"";"SIM";"NÃO";"Encante com delicadeza, sofisticação e um toque de doçura com a Mini Orquídea Encanto Lilás, um presente que transmite carinho, elegância e bons sentimentos. Com flores lilás delicadas e duráveis, a mini orquídea simboliza admiração, harmonia e afeto, sendo perfeita para surpreender em momentos especiais. Ela é cuidadosamente acomodada em um vaso de vidro decorativo, com acabamento em casca natural, valorizando ainda mais a beleza da planta. Para completar a experiência, acompanha um chocolate Ferrero Rocher de 4 unidades, sinônimo de sofisticação e sabor. Ideal para aniversários, agradecimentos, datas comemorativas, presentes corporativos ou para demonstrar carinho a alguém especial, esta composição une natureza e chocolate em um presente refinado e memorável.";"floricultura, orquideas";"Mini Orquídea Doce Elegância";"Encante com delicadeza, sofisticação e um toque de doçura com a Mini Orquídea Encanto Lilás, um presente que transmite carinho, elegância e bons sentimentos. Co";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-doce-sofisticacao";"Mini Orquídea Doce Sofisticação";"Orquideas";"";"";"";"";"";"";"189.90";"";"";"";"";"";"";"5160";"";"SIM";"NÃO";"Encante com um presente delicado, sofisticado e cheio de significado. A Mini Orquídea Branca com Ferrero Rocher é a combinação perfeita entre a beleza da natureza e o sabor irresistível do chocolate. Com flores brancas delicadas e de excelente durabilidade, a mini orquídea simboliza pureza, elegância, paz e carinho, sendo ideal para transmitir bons sentimentos. Ela é cuidadosamente acomodada em um vaso de vidro decorativo, com acabamento em casca natural, que valoriza ainda mais a composição. Para tornar o presente ainda mais especial, acompanha um chocolate Ferrero Rocher, referência mundial em sofisticação e sabor. Perfeita para aniversários, agradecimentos, datas comemorativas, presentes corporativos ou para surpreender alguém especial, esta mini orquídea é um presente atemporal que encanta em qualquer ocasião.";"floricultura, orquideas";"Mini Orquídea Doce Sofisticação";"Encante com um presente delicado, sofisticado e cheio de significado. A Mini Orquídea Branca com Ferrero Rocher é a combinação perfeita entre a beleza da nature";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-e-ferrero";"Mini Orquídea e Ferrero";"Orquideas";"";"";"";"";"";"";"189.90";"";"";"";"";"";"";"4286";"";"SIM";"NÃO";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia e Ferrero Rocher de 8 unidades. Por sua beleza e boas vibrações, é indicado para presentear aqueles que amamos.Você sabia que presentear com uma flor desta espécie expressa o desejo de sucesso e de boa fortuna para quem recebe? Ideal para aniversários, Dia das Mães, Dia dos Pais, Dia dos Irmãos, Dia da Gratidão e muito mais. Dimensões Aproximadas: Largura:10cm x Altura: 30cm Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, orquideas";"Mini Orquídea e Ferrero";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia e Ferrero Rocher de 8 unidades. Por sua beleza e boas vibrações, é indicad";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-encanto-lilas";"Mini Orquídea Encanto Lilás";"Orquideas";"";"";"";"";"";"";"169.90";"";"";"";"";"";"";"5161";"";"SIM";"NÃO";"Encante com um presente delicado, elegante e cheio de significado. A Mini Orquídea Encanto Lilás é perfeita para expressar carinho, admiração e bons sentimentos de forma sofisticada. Com flores lilás suaves e duráveis, esta mini orquídea simboliza harmonia, afeto, delicadeza e admiração, sendo ideal para surpreender em momentos especiais. A planta é cuidadosamente acomodada em um vaso de vidro decorativo, com acabamento em casca natural, trazendo charme e modernidade ao ambiente. Acompanha plaquinha decorativa ""Você é Especial"", que torna o presente ainda mais afetivo e personalizado. Ideal para aniversários, agradecimentos, homenagens, datas especiais, presentes corporativos ou simplesmente para demonstrar carinho, esta mini orquídea é um gesto elegante que encanta e permanece.";"floricultura, orquideas";"Mini Orquídea Encanto Lilás";"Encante com um presente delicado, elegante e cheio de significado. A Mini Orquídea Encanto Lilás é perfeita para expressar carinho, admiração e bons sentimentos";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-lilas-cachepo-madeira";"Mini Orquídea Lilás Cachepô Madeira";"Orquideas";"";"";"";"";"";"";"149.90";"";"";"";"";"";"";"5342";"";"SIM";"NÃO";"A mini orquídea lilás representa a eternidade, por isso, é uma ótima opção para presentear já que transmite a ideia de um amor ou amizade duradouros. Além disso, sua cor é associada à pureza e exala charme e delicadeza. Este é um presente clássico e bem diferenciado e elegante. Vaso de Mini orquidea lilás plantada no cachepô de madeira. Dimensões aproximadas: Altura: 40/45cm X Largura:13/15cm";"floricultura, orquideas";"Mini Orquídea Lilás Cachepô Madeira";"A mini orquídea lilás representa a eternidade, por isso, é uma ótima opção para presentear já que transmite a ideia de um amor ou amizade duradouros. Além disso";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-lilas-feliz-aniversario";"Mini Orquidea Lilás Feliz Aniversário";"Orquideas";"";"";"";"";"";"";"139.90";"";"";"";"";"";"";"4290";"";"SIM";"NÃO";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia com placa Feliz Aniversário. Por sua beleza e boas vibrações, é indicado para presentear aqueles que amamos.Você sabia que presentear com uma flor desta espécie expressa o desejo de sucesso e de boa fortuna para quem recebe? Ideal para aniversários, Dia das Mães, Dia dos Pais, Dia dos Irmãos, Dia da Gratidão e muito mais. Dimensões Aproximadas: Largura:10cm x Altura: 30cm";"floricultura, orquideas";"Mini Orquidea Lilás Feliz Aniversário";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia com placa Feliz Aniversário. Por sua beleza e boas vibrações, é indicado p";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-lilas-mae-cachepo-madeira";"Mini Orquídea Lilás Mãe Cachepô Madeira";"Orquideas";"";"";"";"";"";"";"149.90";"";"";"";"";"";"";"5349";"";"SIM";"NÃO";"A mini orquídea lilás representa a eternidade, por isso, é uma ótima opção para presentear já que transmite a ideia de um amor ou amizade duradouros. Além disso, sua cor é associada à pureza e exala charme e delicadeza. Acompanha Cartão de Mãe Este é um presente clássico e bem diferenciado e elegante. Vaso de Mini orquidea lilás plantada no cachepô de madeira. Dimensões aproximadas: Altura: 40/45cm X Largura:13/15cm";"floricultura, orquideas";"Mini Orquídea Lilás Mãe Cachepô Madeira";"A mini orquídea lilás representa a eternidade, por isso, é uma ótima opção para presentear já que transmite a ideia de um amor ou amizade duradouros. Além disso";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-lilas-realeza";"Mini Orquídea Lilás Realeza";"Orquideas";"";"";"";"";"";"";"164.90";"";"";"";"";"";"";"5343";"";"SIM";"NÃO";"Encante com um presente delicado, elegante e cheio de significado. A Mini Orquídea Lilás é perfeita para expressar carinho, admiração e bons sentimentos de forma sofisticada. Com flores lilás suaves e duráveis, esta mini orquídea simboliza harmonia, afeto, delicadeza e admiração, sendo ideal para surpreender em momentos especiais. A planta é cuidadosamente acomodada em um vaso de vidro decorativo, com acabamento em casca natural, trazendo charme e modernidade ao ambiente. Ideal para aniversários, agradecimentos, homenagens, datas especiais, presentes corporativos ou simplesmente para demonstrar carinho, esta mini orquídea é um gesto elegante que encanta e permanece.";"floricultura, orquideas";"Mini Orquídea Lilás Realeza";"Encante com um presente delicado, elegante e cheio de significado. A Mini Orquídea Lilás é perfeita para expressar carinho, admiração e bons sentimentos de form";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-lilas-voce-e-especial";"Mini Orquídea Lilás Você é Especial";"Orquideas";"";"";"";"";"";"";"139.90";"";"";"";"";"";"";"4292";"";"SIM";"NÃO";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia com placa Você é Especial. Por sua beleza e boas vibrações, é indicado para presentear aqueles que amamos.Você sabia que presentear com uma flor desta espécie expressa o desejo de sucesso e de boa fortuna para quem recebe? Ideal para aniversários, Dia das Mães, Dia dos Pais, Dia dos Irmãos, Dia da Gratidão e muito mais. Dimensões Aproximadas: Largura:10cm x Altura: 30cm Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, orquideas";"Mini Orquídea Lilás Você é Especial";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia com placa Você é Especial. Por sua beleza e boas vibrações, é indicado par";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-mae-cachepo-madeira";"Mini Orquídea Mãe Cachepô Madeira";"Orquideas";"";"";"";"";"";"";"149.90";"";"";"";"";"";"";"5350";"";"SIM";"NÃO";"A mini orquídea branca representa a eternidade, por isso, é uma ótima opção para presentear já que transmite a ideia de um amor ou amizade duradouros. Além disso, sua cor é associada à pureza e exala charme e delicadeza. Acompanha cartão de Mãe Este é um presente clássico e bem diferenciado e elegante. Vaso de Mini orquidea branca plantada no cachepô de madeira. Dimensões aproximadas: Altura: 40/45cm X Largura:13/15cm";"floricultura, orquideas";"Mini Orquídea Mãe Cachepô Madeira";"A mini orquídea branca representa a eternidade, por isso, é uma ótima opção para presentear já que transmite a ideia de um amor ou amizade duradouros. Além diss";"Praça Das Flores";"SIM";"";"";"";""
"mini-orquidea-mimo-lilas";"Mini Orquidea Mimo Lilás";"Orquideas";"";"";"";"";"";"";"134.90";"";"";"";"";"";"";"4284";"";"SIM";"NÃO";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia. Por sua beleza e boas vibrações, é indicado para presentear aqueles que amamos. Você sabia que presentear com uma flor desta espécie expressa o desejo de sucesso e de boa fortuna para quem recebe? Ideal para aniversários, Dia das Mães, Dia dos Pais, Dia dos Irmãos, Dia da Gratidão e muito mais. Dimensões Aproximadas: Largura:10cm x Altura: 30cm Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, orquideas";"Mini Orquidea Mimo Lilás";"Linda mini orquídea lilás para presentear pessoas que estão com você no seu dia a dia. Por sua beleza e boas vibrações, é indicado para presentear aqueles que a";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-azul-com-2-hastes-em-vaso-de-vidro";"Orquídea Azul com 2 Hastes em Vaso de Vidro";"Orquideas";"";"";"";"";"";"";"239.90";"";"";"";"";"";"";"3607";"";"SIM";"NÃO";"Linda Orquídea Azul com 2 hastes no Vaso de Vidro. Em embalagem exclusiva Praça Das Flores. Dimensões aproximadas: 20 cm largura x 60 cm altura. Gostou? Então confira outros modelos de Orquídeas .";"floricultura, orquideas";"Orquídea Azul com 2 Hastes em Vaso de Vidro";"Linda Orquídea Azul com 2 hastes no Vaso de Vidro. Em embalagem exclusiva Praça Das Flores. Dimensões aproximadas: 20 cm largura x 60 cm altura. Gostou? Então c";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-azul-luxuoso-arranjo-em-vaso-de-vidro";"Orquídea Azul Luxuoso Arranjo em Vaso de Vidro";"Orquideas";"";"";"";"";"";"";"659.90";"";"";"";"";"";"";"4122";"";"SIM";"NÃO";"Belíssimo e Encantador Vaso com 6 hastes de orquídeas azuis. Dimensões Aproximadas : 80 cm x 35 cm., Gostou? Então confira outros modelos de Orquídeas .";"floricultura, orquideas";"Orquídea Azul Luxuoso Arranjo em Vaso de Vidro";"Belíssimo e Encantador Vaso com 6 hastes de orquídeas azuis. Dimensões Aproximadas : 80 cm x 35 cm., Gostou? Então confira outros modelos de Orquídeas .";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-branca-em-vaso-de-vidro";"Orquidea Branca em Vaso de Vidro";"Orquideas";"";"";"";"";"";"";"209.90";"";"";"";"";"";"";"4282";"";"SIM";"NÃO";"Linda orquídea phalaenopsis branca plantadas em vaso de vidro com acabamento em laço de fita. Luxuosidade e bom gosto! Presenteie! Gostou? Então confira outros modelos de Orquídeas .";"floricultura, orquideas";"Orquidea Branca em Vaso de Vidro";"Linda orquídea phalaenopsis branca plantadas em vaso de vidro com acabamento em laço de fita. Luxuosidade e bom gosto! Presenteie! Gostou? Então confira outros ";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-branca-essencial";"Orquídea Branca Essencial";"Orquideas";"";"";"";"";"";"";"389.90";"";"";"";"";"";"";"5104";"";"SIM";"NÃO";"(Simboliza pureza, presença e aquele charme atemporal que toda peça branca transmite.) A delicadeza que transforma qualquer ambiente. Orquídea Branca Essencial Elegante, iluminada e cheia de significados - perfeita para presentear alguém especial ou para trazer mais harmonia ao lar. Orquídea premium Composta por uma orquidea grande e uma orquidea mini - Plaquinha Você é Especial !! Mix de suculentas Acabamento em vaso de vidro com pedras naturais Um presente que fala por si. Praça Das Flores - onde cada detalhe importa. Dimensões Aproximadas 50/60 cm altura por 35/40 cm largura Gostou? Então confira outros modelos de Orquídeas e surpreenda com um presente belíssimo.";"floricultura, orquideas";"Orquídea Branca Essencial";"(Simboliza pureza, presença e aquele charme atemporal que toda peça branca transmite.) A delicadeza que transforma qualquer ambiente. Orquídea Branca Essencial ";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-com-ursinho-azul";"Orquídea Com Ursinho Azul";"Orquideas";"";"";"";"";"";"";"274.90";"";"";"";"";"";"";"4132";"";"SIM";"NÃO";"Linda orquídea phalaenopsis branca no vaso de vidro e ursinho de pelúcia 20 cm azul . Plantadas em vaso de vidro com acabamento em laço de fita. Luxuosidade e bom gosto. Presenteie! Gostou? Então confira outros modelos de Orquídeas . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, orquideas";"Orquídea Com Ursinho Azul";"Linda orquídea phalaenopsis branca no vaso de vidro e ursinho de pelúcia 20 cm azul . Plantadas em vaso de vidro com acabamento em laço de fita. Luxuosidade e b";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-com-ursinho-cor-de-rosa";"Orquídea Com Ursinho Cor de Rosa";"Orquideas";"";"";"";"";"";"";"274.90";"";"";"";"";"";"";"4133";"";"SIM";"NÃO";"Linda orquídea phalaenopsis branca no vaso de vidro e ursinho de pelúcia 20 cm cor de rosa. Plantadas em vaso de vidro com acabamento em laço de fita. Luxuosidade e bom gosto. Presenteie! Gostou? Então confira outros modelos de Orquídeas . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, orquideas";"Orquídea Com Ursinho Cor de Rosa";"Linda orquídea phalaenopsis branca no vaso de vidro e ursinho de pelúcia 20 cm cor de rosa. Plantadas em vaso de vidro com acabamento em laço de fita. Luxuosida";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-e-chocolate";"Orquídea e Chocolate";"Orquideas";"";"";"";"";"";"";"419.90";"";"";"";"";"";"";"4150";"";"SIM";"NÃO";"Floricultura Praça Das Flores: Linda caixa de madeira retangular contendo orquídea branca e caixa de Ferrero Roche 12 unidades. Dimensões Aproximadas da Caixa de Madeira - Embalagem 30 cm de largura X 15 cm de altura";"floricultura, orquideas";"Orquídea e Chocolate";"Floricultura Praça Das Flores: Linda caixa de madeira retangular contendo orquídea branca e caixa de Ferrero Roche 12 unidades. Dimensões Aproximadas da Caixa d";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-encanto-imperial-lilas";"Orquídea Encanto Imperial Lilás";"Orquideas";"";"";"";"";"";"";"389.90";"";"";"";"";"";"";"5103";"";"SIM";"NÃO";"Orquídea Encanto Imperial Lilás (Transmite luxo, delicadeza e aquele toque exclusivo das peças da Praça Das Flores) Orquídea Encanto Imperial. Um arranjo que combina beleza, sofisticação e presença. Cada detalhe foi pensado para transformar ambientes e encantar quem recebe. Orquídea premium ( composto por duas orquídeas uma grande e uma mini ) A TONALIDADE DAS FLORES PODERÃO VARIAR DE ACORDO COM A DISPONIBILIDADE DA ÉPOCA, POR SE TRATAR DE PRODUTO NATURAL TEM VARIÇÃO DA COLORAÇÃO. Detalhes naturais que valorizam o design Acabamento elegante em vaso de vidro Presenteie com elegância. Presenteie com Praça Das Flores. Dimensões aproximadas 60 cm altura 35 cm largura Gostou? Então confira outros modelos de Orquídeas e surpreenda com um presente belíssimo.";"floricultura, orquideas";"Orquídea Encanto Imperial Lilás";"Orquídea Encanto Imperial Lilás (Transmite luxo, delicadeza e aquele toque exclusivo das peças da Praça Das Flores) Orquídea Encanto Imperial. Um arranjo que co";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-lilas-dupla-em-vaso-de-vidro";"Orquidea Lilás Dupla em Vaso de Vidro";"Orquideas";"";"";"";"";"";"";"399.90";"";"";"";"";"";"";"4402";"";"SIM";"NÃO";"Floricultura Praça Das Flores: Um presente delicado e elegante para diversos momentos da vida. Um belo arranjo de orquídea phalaenopsis, na cor lilás, em um lindo aquário de vidro para decorar e florir os ambientes. Este presente será enviado em uma embalagem exclusiva e especial da Praça Das Flores. Ideal para presentear em qualquer ocasião. A tonalidade da orquídea pode variar de acordo com a época e a disponibilidade em estoque. Dimensões Aproximadas: Altura:60 cm x Diâmetro:30 cm";"floricultura, orquideas";"Orquidea Lilás Dupla em Vaso de Vidro";"Floricultura Praça Das Flores: Um presente delicado e elegante para diversos momentos da vida. Um belo arranjo de orquídea phalaenopsis, na cor lilás, em um lin";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-phalaenopsis-branca-dupla-no-vaso-de-vidro";"Orquídea Phalaenopsis Branca Dupla No Vaso De Vidro";"Orquideas";"";"";"";"";"";"";"379.90";"";"";"";"";"";"";"4045";"";"SIM";"NÃO";"As orquídeas são as flores mais nobres e delicadas, perfeitas para expressar o amor verdadeiro, puro e eterno por aquela pessoa incrível, o que as torna uma ótima opção para presente de aniversário e datas especiais. A orquídea PHALAENOPSIS PLANTADA tem a sua cor branca associada a sentimentos como inocência, gratidão e eternidade. A PRAÇA DAS FLORES indica seu uso como item de decoração deixando o ambiente mais leve e sofisticado. Arranjo composto por 2 vasos de orquídea phalaenopsis branca em um aquário de vidro grande. Altura:60 cm x Diâmetro:30 cm Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, orquideas";"Orquídea Phalaenopsis Branca Dupla No Vaso De Vidro";"As orquídeas são as flores mais nobres e delicadas, perfeitas para expressar o amor verdadeiro, puro e eterno por aquela pessoa incrível, o que as torna uma óti";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-phalaenopsis-branca-em-sofisticado-cachepo-de-madeira";"Orquídea Phalaenopsis Branca em Sofisticado Cachepô de Madeira";"Orquideas";"";"";"";"";"";"";"339.90";"";"";"";"";"";"";"2565";"";"SIM";"NÃO";"Magnífica embalagem de madeira com dois vasos plantados de Orquídeas Phalaenopsis brancas. Este é um presente sensacional e que sempre surpreende, além de ser muito durável. Gostou? Então confira outros modelos de Orquídeas e surpreenda com um presente belíssimo.";"floricultura, orquideas";"Orquídea Phalaenopsis Branca em Sofisticado Cachepô de Madeira";"Magnífica embalagem de madeira com dois vasos plantados de Orquídeas Phalaenopsis brancas. Este é um presente sensacional e que sempre surpreende, além de ser m";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-phalaenopsis-branca-em-vaso-de-vidro";"Orquídea Phalaenopsis Branca em Vaso de Vidro";"Orquideas";"";"";"";"";"";"";"209.90";"";"";"";"";"";"";"4033";"";"SIM";"NÃO";"Linda orquídea phalaenopsis branca plantadas em vaso de vidro com acabamento em laço de fita. Luxuosidade e bom gosto! Presenteie!";"floricultura, orquideas";"Orquídea Phalaenopsis Branca em Vaso de Vidro";"Linda orquídea phalaenopsis branca plantadas em vaso de vidro com acabamento em laço de fita. Luxuosidade e bom gosto! Presenteie!";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-phalaenopsis-branca-ferrero-e-vinho";"Orquidea Phalaenopsis Branca Ferrero e Vinho";"Orquideas";"";"";"";"";"";"";"329.90";"";"";"";"";"";"";"4047";"";"SIM";"NÃO";"Belíssima Orquídea Phalaenopsis Branca em caixa Box, acompanhada de um Ferrero Rocher de 8 unidades e uma garrafa de vinho Tinto Concha & Toro Reservado. Gostou? Então confira outros modelos de Kits de Vinho . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, orquideas";"Orquidea Phalaenopsis Branca Ferrero e Vinho";"Belíssima Orquídea Phalaenopsis Branca em caixa Box, acompanhada de um Ferrero Rocher de 8 unidades e uma garrafa de vinho Tinto Concha & Toro Reservado. Gostou";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-phalaenopsis-branco-mae-em-vaso-de-vidro";"Orquídea Phalaenopsis Branco Mãe em Vaso de Vidro";"Orquideas";"";"";"";"";"";"";"219.90";"";"";"";"";"";"";"5345";"";"SIM";"NÃO";"Linda orquídea phalaenopsis branca plantadas em vaso de vidro com acabamento em laço de fita. Luxuosidade e bom gosto! Presenteie!";"floricultura, orquideas";"Orquídea Phalaenopsis Branco Mãe em Vaso de Vidro";"Linda orquídea phalaenopsis branca plantadas em vaso de vidro com acabamento em laço de fita. Luxuosidade e bom gosto! Presenteie!";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-phalaenopsis-mae-pink-no-vaso-de-vidro";"Orquídea Phalaenopsis Mãe Pink no Vaso de Vidro";"Orquideas";"";"";"";"";"";"";"219.90";"";"";"";"";"";"";"5344";"";"SIM";"NÃO";"Linda orquídea phalaenopsis pink no vaso de vidro. Um presente elegante para demonstrar todo o seu amor com beleza e bom gosto para quem você mais ama. Acompanha cartão e plaquinha, para deixar o dia dela mais especial.";"floricultura, orquideas";"Orquídea Phalaenopsis Mãe Pink no Vaso de Vidro";"Linda orquídea phalaenopsis pink no vaso de vidro. Um presente elegante para demonstrar todo o seu amor com beleza e bom gosto para quem você mais ama. Acompanh";"Praça Das Flores";"SIM";"";"";"";""
"orquidea-phalaenopsis-pink-e-ferrero-rocher";"Orquídea Phalaenopsis Pink e Ferrero Rocher";"Orquideas";"";"";"";"";"";"";"245.90";"";"";"";"";"";"";"3625";"";"SIM";"NÃO";"Floricultura Praça Das Flores: Delicada e graciosa orquídea Phalaenopsis Pink decorada em embalagem para presente acompanhada de uma deliciosa caixa de bombons Ferrero Rocher com doze unidades. Um presente durável e encantador para ocasiões especiais. Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, orquideas";"Orquídea Phalaenopsis Pink e Ferrero Rocher";"Floricultura Praça Das Flores: Delicada e graciosa orquídea Phalaenopsis Pink decorada em embalagem para presente acompanhada de uma deliciosa caixa de bombons ";"Praça Das Flores";"SIM";"";"";"";""
